,X,Age,Overall,Acceleration,Aggression,Agility,Balance,Ball.control,Composure,Crossing,Curve,Dribbling,Finishing,Free.kick.accuracy,GoK.diving,GoK.handling,GoK.kicking,GoK.positioning,GoK.reflexes,Heading.accuracy,Interceptions,Jumping,Long.passing,Long.shots,Marking,Penalties,Positioning,Reactions,Short.passing,Shot.power,Sliding.tackle,Sprint.speed,Stamina,Standing.tackle,Strength,Vision,Volleys,Potential
12608,12607,21,63,41,22,34,55,22,28,16,14,16,13,14,65,62,57,60,64,14,17,54,24,13,17,25,14,59,31,24,16,41,36,17,59,35,15,72
12609,12608,20,63,52,47,49,43,64,55,36,49,63,65,38,6,7,8,16,14,61,33,44,39,57,23,64,62,56,50,66,25,61,67,30,76,46,64,79
12610,12609,19,63,87,37,84,81,62,66,46,58,60,61,46,11,13,15,14,15,43,21,48,58,58,32,43,58,49,62,61,40,86,37,48,39,62,58,81
12611,12610,21,63,54,20,54,57,20,39,20,22,21,16,17,73,58,68,56,69,19,20,65,25,14,12,23,12,48,25,21,15,58,44,13,50,20,20,73
12612,12611,26,63,84,51,76,82,62,59,68,72,64,61,64,10,13,12,9,9,49,26,47,52,62,24,67,62,60,56,70,24,73,74,26,50,58,52,63
12613,12612,32,63,82,54,83,73,61,57,61,56,64,57,35,6,7,8,9,7,62,16,61,49,55,22,54,63,50,57,63,32,82,53,37,78,55,58,63
12614,12613,28,63,60,50,45,48,37,49,24,23,23,31,28,9,10,7,11,12,73,63,45,26,27,64,39,22,65,43,38,51,55,57,62,88,31,25,64
12615,12614,22,63,69,57,63,66,67,60,55,50,65,51,50,8,12,10,10,12,60,51,60,60,58,49,50,59,60,68,60,55,69,68,60,59,56,50,74
12616,12615,23,63,62,70,51,57,51,46,33,28,32,23,26,9,11,13,9,15,63,58,66,34,24,56,40,25,58,47,35,61,63,59,66,74,29,30,68
12617,12616,25,63,65,66,69,65,56,66,62,46,58,63,46,10,10,15,8,6,53,52,68,63,65,52,49,72,59,66,62,51,71,74,55,73,52,65,65
12618,12617,19,63,65,76,69,63,66,69,39,54,62,37,36,8,8,9,11,8,54,62,62,68,54,51,42,44,59,63,70,55,65,73,54,79,62,48,74
12619,12618,17,63,63,65,60,68,65,55,42,45,62,40,41,5,10,8,11,10,55,44,62,65,55,50,53,64,62,70,69,63,49,68,50,53,57,47,80
12620,12619,19,63,62,63,64,56,40,53,30,31,35,24,26,15,8,11,6,7,65,62,66,41,25,61,33,28,56,52,54,65,65,57,67,67,35,22,73
12621,12620,33,63,63,83,64,70,52,53,68,51,49,46,42,9,14,7,9,13,48,74,48,57,42,60,48,54,55,46,71,61,68,65,66,72,39,57,63
12622,12621,28,63,82,57,90,86,68,62,65,68,67,57,62,15,11,11,9,16,48,52,91,60,61,39,40,64,64,64,66,36,77,71,38,69,59,64,63
12623,12622,34,63,62,72,66,73,64,65,67,65,60,63,65,6,12,16,14,9,55,49,64,58,70,47,70,68,66,61,69,60,65,70,60,64,63,65,63
12624,12623,18,63,69,58,73,79,64,58,47,37,66,36,38,12,15,14,10,9,47,60,56,60,41,58,35,61,59,65,51,54,67,66,64,60,68,37,76
12625,12624,28,63,57,64,56,47,59,59,42,44,52,64,38,14,13,15,8,10,74,40,62,46,53,31,63,57,63,55,71,19,53,66,33,82,45,54,63
12626,12625,26,63,71,62,77,66,64,68,58,67,63,58,57,9,15,6,8,13,44,42,70,53,54,42,49,61,56,63,63,48,59,75,42,57,67,55,64
12627,12626,23,63,35,27,39,44,26,32,15,15,17,14,15,63,60,61,62,63,16,18,56,26,14,15,21,12,63,30,23,17,37,35,15,60,32,16,71
12628,12627,19,63,81,53,74,66,58,52,53,32,55,22,31,11,6,13,12,6,49,56,59,51,30,62,42,40,58,63,26,59,85,68,65,58,40,25,80
12629,12628,33,63,68,59,70,65,45,38,38,30,41,26,35,10,12,6,13,14,65,63,62,51,34,62,42,42,65,61,43,56,63,59,62,74,35,32,63
12630,12629,27,63,33,71,60,46,27,54,21,39,31,35,52,14,11,10,9,7,67,58,71,30,25,65,31,45,56,38,57,58,64,77,65,80,46,34,63
12631,12630,29,63,53,69,43,50,43,54,30,53,41,23,63,12,8,6,7,10,63,62,76,38,24,63,41,30,58,40,56,63,46,63,61,78,31,28,64
12632,12631,21,63,78,40,73,78,70,57,54,56,69,52,54,12,15,7,6,9,39,28,65,62,56,25,56,53,42,64,54,32,73,40,34,46,66,57,73
12633,12632,22,63,71,32,80,70,73,57,41,46,78,57,37,13,12,15,8,14,53,18,67,49,59,17,54,63,61,55,55,18,72,63,20,60,50,56,71
12634,12633,21,63,63,62,53,62,45,44,29,20,33,22,25,10,9,13,6,12,60,64,76,42,17,63,34,28,52,48,38,58,66,65,62,74,30,28,72
12635,12634,21,63,71,39,68,68,64,53,62,42,66,62,38,5,15,15,6,13,49,16,62,41,56,11,39,60,59,61,52,18,74,54,15,50,57,48,73
12636,12635,26,63,78,61,81,82,60,59,41,36,65,55,34,10,15,10,9,11,41,61,57,62,50,57,44,55,59,68,48,46,76,56,62,59,66,35,64
12637,12636,20,63,67,28,64,69,64,60,49,37,67,60,28,9,10,8,12,9,55,13,68,40,55,13,72,68,64,66,61,12,69,61,11,57,64,51,77
12638,12637,23,63,81,40,72,57,59,60,47,34,62,63,44,15,9,13,13,14,61,17,61,40,57,18,61,61,58,50,60,21,79,60,12,65,43,57,70
12639,12638,19,63,72,67,62,60,55,65,41,35,50,28,41,11,12,12,6,8,59,60,57,52,30,59,47,38,63,51,51,61,74,69,64,72,53,29,80
12640,12639,22,63,72,65,67,66,68,51,50,51,72,57,50,15,6,14,10,14,54,67,62,54,55,71,51,53,71,62,63,58,71,76,64,69,53,52,73
12641,12640,18,63,65,56,47,54,54,56,32,30,42,29,29,10,5,13,8,6,57,64,89,31,29,54,43,29,54,54,44,64,62,67,67,68,31,29,75
12642,12641,27,63,42,13,60,32,19,16,15,14,13,14,15,66,62,58,62,66,14,23,65,22,15,15,19,16,52,18,20,14,43,36,13,44,25,14,65
12643,12642,28,63,48,36,42,52,18,35,11,10,14,12,14,62,61,58,62,65,11,21,43,32,10,11,25,11,60,36,19,19,40,30,14,59,28,11,63
12644,12643,27,63,63,71,56,50,45,31,54,66,47,23,40,11,11,12,10,15,65,62,79,22,61,58,39,41,57,46,70,62,63,76,60,75,33,22,63
12645,12644,35,63,40,37,38,31,22,40,15,14,13,12,11,62,64,35,64,64,20,16,64,23,13,12,22,14,66,24,23,11,47,32,11,71,28,12,63
12646,12645,19,63,66,66,74,62,68,63,35,56,57,48,61,15,9,14,10,10,36,65,53,68,60,37,38,48,59,65,61,46,64,74,52,58,57,42,75
12647,12646,18,63,78,37,89,83,71,63,62,68,71,52,61,9,10,10,14,14,39,21,59,55,35,30,53,42,50,63,51,32,76,49,26,32,55,46,80
12648,12647,23,63,48,25,34,45,24,23,13,15,11,9,7,63,59,57,58,65,13,15,54,27,13,12,18,7,67,32,21,9,39,14,15,80,17,8,69
12649,12648,26,63,68,68,75,68,63,52,67,68,44,30,52,13,12,11,6,12,63,58,74,67,47,61,46,35,63,64,66,59,73,76,62,63,54,34,66
12650,12649,18,63,77,33,55,65,66,53,61,59,70,57,44,14,8,9,6,10,49,24,47,56,49,21,66,57,44,64,69,37,78,46,29,53,48,63,74
12651,12650,32,63,74,32,78,90,62,54,62,58,65,63,51,13,14,10,7,11,49,31,50,51,55,12,58,61,62,58,69,15,76,66,17,45,53,53,63
12652,12651,21,63,60,45,71,72,64,62,69,69,63,43,63,8,7,9,15,7,32,46,66,66,58,37,50,55,59,66,65,43,59,62,50,45,66,51,71
12653,12652,22,63,63,54,60,75,61,46,46,45,54,63,32,16,15,8,9,12,62,23,65,47,56,20,58,59,58,58,68,23,65,54,21,76,55,49,69
12654,12653,21,63,56,60,48,51,64,61,28,34,60,65,26,9,10,7,9,6,69,24,52,34,56,22,61,62,60,56,67,24,41,57,27,65,46,60,71
12655,12654,31,63,73,82,70,65,57,54,60,45,54,36,35,7,7,7,6,13,46,59,61,57,41,57,54,43,60,57,60,63,76,73,61,64,44,36,63
12656,12655,27,63,69,51,59,47,66,52,65,64,64,57,65,6,10,15,15,10,45,55,74,62,60,56,67,56,55,64,74,51,68,73,58,69,59,50,63
12657,12656,26,63,82,44,80,73,65,47,55,40,61,67,36,8,7,11,15,12,40,39,56,51,51,34,38,58,59,58,69,40,90,68,36,62,55,32,65
12658,12657,23,63,81,52,74,71,61,40,56,43,64,51,58,12,5,14,8,13,32,16,37,57,31,28,50,60,62,60,51,39,81,61,25,31,59,44,70
12659,12658,38,63,47,65,71,72,60,75,56,40,54,65,45,8,11,6,10,7,60,36,76,53,59,28,69,64,72,57,63,23,50,66,27,71,66,65,63
12660,12659,22,63,91,59,72,75,63,62,63,43,64,64,41,7,15,16,11,11,61,49,59,53,55,40,66,62,53,57,62,52,83,48,53,37,57,63,69
12661,12660,22,63,74,47,82,64,67,60,49,54,66,60,51,6,10,9,6,7,58,52,82,61,59,57,58,57,60,67,58,62,76,75,60,44,56,46,72
12662,12661,18,63,66,67,64,72,59,61,50,47,63,39,45,13,6,12,6,6,63,61,68,66,50,48,51,52,64,74,62,59,64,71,52,74,55,43,83
12663,12662,25,63,67,74,56,54,61,61,49,45,57,58,60,6,15,6,10,7,64,56,51,62,59,58,57,53,60,63,73,56,66,83,60,78,61,44,67
12664,12663,28,63,82,50,75,68,60,64,54,45,63,59,34,8,10,8,8,12,44,18,73,47,55,21,55,59,57,60,66,24,90,72,27,73,54,62,63
12665,12664,24,63,44,19,39,56,21,24,14,12,21,18,12,63,65,59,60,64,19,22,50,18,13,15,22,18,55,23,22,13,42,21,13,55,11,14,69
12666,12665,32,63,75,72,58,59,59,64,58,40,60,57,40,9,7,14,11,12,61,32,70,43,52,35,61,64,65,57,70,35,79,78,37,77,53,46,63
12667,12666,28,63,65,70,47,31,56,55,15,17,13,25,16,10,10,8,15,14,53,62,67,40,14,57,18,55,50,41,68,60,37,63,64,90,30,15,64
12668,12667,26,63,64,75,75,77,67,70,48,52,62,34,49,13,6,8,9,15,55,68,73,64,49,58,55,50,67,66,65,63,48,52,59,71,62,57,66
12669,12668,18,63,44,24,38,40,22,33,13,18,17,12,11,63,61,60,62,65,10,18,62,37,14,10,18,11,59,32,21,13,46,29,12,68,40,16,81
12670,12669,28,63,71,64,71,72,62,58,59,46,61,54,48,8,12,12,9,7,43,59,55,55,51,53,54,59,54,60,58,47,71,92,58,71,52,47,63
12671,12670,18,63,89,49,89,86,62,61,54,28,67,21,31,12,13,11,7,6,44,56,64,52,60,58,38,41,58,59,29,59,85,75,61,54,39,26,80
12672,12671,21,63,67,52,63,68,58,56,61,40,57,48,28,14,11,14,6,14,52,61,65,64,33,63,36,53,61,66,35,62,67,64,65,55,57,29,76
12673,12672,31,63,39,38,42,45,16,33,17,17,16,18,15,59,68,66,63,59,13,22,26,14,12,18,12,12,54,12,17,14,37,39,16,33,59,17,63
12674,12673,34,63,51,75,66,72,63,59,58,59,62,52,48,13,6,6,6,11,59,56,81,62,64,59,54,62,62,63,66,61,38,69,63,64,63,66,63
12675,12674,21,63,68,69,75,79,65,55,55,57,64,44,35,7,14,12,10,16,50,55,59,64,59,53,49,57,58,65,61,53,64,69,58,52,60,59,69
12676,12675,21,63,67,66,67,66,54,58,61,52,59,52,50,6,15,7,14,10,53,64,64,63,50,64,49,56,58,59,54,63,70,68,63,63,50,49,72
12677,12676,30,63,68,77,59,69,59,57,50,52,51,63,25,15,6,10,10,12,68,45,82,50,53,49,61,54,61,56,65,41,76,81,38,81,58,44,63
12678,12677,21,63,57,57,62,62,60,60,56,51,56,47,42,8,11,8,8,12,47,62,54,63,50,58,43,52,60,64,58,61,53,67,65,57,56,45,76
12679,12678,25,63,63,67,41,48,53,50,44,36,50,22,25,12,15,12,11,16,61,61,73,55,25,56,30,37,60,59,47,54,68,76,62,79,37,25,69
12680,12679,29,63,71,36,63,73,65,51,62,56,64,54,38,12,10,8,8,9,49,43,42,62,57,44,51,45,50,63,66,45,69,71,43,61,61,53,63
12681,12680,22,63,83,45,82,69,58,63,52,54,64,62,33,12,8,15,13,9,57,18,75,42,58,14,61,61,56,55,66,18,83,66,16,59,48,57,70
12682,12681,21,63,82,56,69,65,62,56,62,39,64,45,35,15,9,11,6,11,45,54,73,58,50,56,49,60,61,61,56,58,79,75,59,61,60,33,73
12683,12682,30,63,34,71,44,52,47,57,38,39,36,41,41,14,12,6,10,7,64,51,77,45,32,62,34,33,54,49,49,62,36,62,64,82,50,34,63
12684,12683,25,63,67,35,74,68,69,54,66,66,64,57,64,9,11,9,12,10,44,45,70,59,65,34,59,54,54,64,69,29,69,59,25,52,55,56,66
12685,12684,26,63,71,75,64,69,57,56,54,32,54,24,42,11,13,10,15,12,62,54,63,42,27,63,46,32,57,52,38,65,73,68,66,79,34,30,66
12686,12685,23,63,57,60,59,75,59,43,47,34,52,29,40,14,8,13,13,8,55,62,63,64,32,65,41,35,54,66,49,60,64,78,65,40,57,31,66
12687,12686,17,63,58,63,58,64,48,54,40,29,29,27,26,10,12,5,14,12,66,58,67,58,36,66,44,21,59,64,55,61,62,59,64,58,41,31,81
12688,12687,19,63,74,55,72,70,62,55,60,43,65,35,45,15,11,10,6,12,55,60,68,70,40,53,52,55,62,65,58,60,61,70,62,63,54,51,69
12689,12688,27,63,70,70,72,64,65,56,56,59,55,56,58,13,10,10,10,16,49,49,59,65,58,45,62,63,58,67,65,45,62,73,57,70,61,63,64
12690,12689,24,63,68,67,59,57,42,58,28,30,35,25,28,7,9,10,13,12,65,59,75,24,25,64,40,25,57,41,31,60,65,68,63,77,58,30,67
12691,12690,24,63,51,41,59,62,61,60,49,59,60,56,63,16,16,9,14,12,52,55,58,55,63,42,60,60,68,59,58,47,64,73,53,74,71,48,69
12692,12691,29,63,67,68,73,73,65,70,49,68,61,51,45,8,14,13,6,10,39,66,68,53,45,49,66,57,73,68,63,35,72,70,53,67,59,49,63
12693,12692,21,63,75,65,72,80,58,58,63,55,64,28,30,5,7,13,7,12,45,55,66,42,29,64,38,55,58,58,33,63,73,66,60,63,40,34,73
12694,12693,29,63,63,49,60,62,51,41,43,29,26,21,24,7,10,7,14,10,67,65,70,21,21,58,31,22,60,55,55,56,65,81,64,73,28,27,63
12695,12694,29,63,67,48,70,75,53,55,62,28,48,21,21,9,6,9,11,15,58,64,76,52,40,60,29,57,66,55,46,65,70,78,63,75,37,22,63
12696,12695,28,63,72,47,69,47,61,53,47,47,43,68,48,11,12,10,10,16,45,15,59,35,61,18,54,62,74,45,60,11,82,44,14,76,33,52,63
12697,12696,21,63,78,29,73,57,65,50,63,53,70,53,42,15,9,7,16,15,44,62,40,55,44,61,62,61,47,60,67,58,71,42,59,59,54,49,73
12698,12697,24,63,72,53,70,80,60,47,63,54,68,64,43,12,11,9,11,11,47,54,61,57,55,54,59,56,55,61,58,51,71,57,49,55,53,51,66
12699,12698,20,63,66,63,74,85,69,63,55,70,60,33,60,7,8,11,12,13,32,57,73,68,55,40,45,35,60,70,48,52,51,58,60,50,65,43,70
12700,12699,25,63,69,49,62,81,66,66,54,53,62,56,43,7,6,12,12,16,50,59,65,63,67,46,50,65,58,66,77,28,74,66,34,62,63,59,68
12701,12700,26,63,34,46,62,83,69,62,60,68,70,63,62,11,12,15,11,14,42,23,61,70,70,19,59,58,66,74,64,52,35,46,54,44,66,57,64
12702,12701,29,63,47,62,54,62,56,57,43,52,51,43,48,9,6,12,12,12,59,57,48,60,45,62,30,54,61,62,59,61,48,65,62,84,45,45,63
12703,12702,21,63,58,61,66,67,67,62,49,66,64,56,59,11,10,16,15,13,42,57,59,66,66,62,55,56,55,70,59,64,63,55,66,41,69,58,76
12704,12703,29,63,70,60,72,74,70,62,60,61,64,48,35,8,11,9,10,7,52,57,52,58,44,38,46,66,57,66,58,51,62,59,54,58,66,56,63
12705,12704,21,63,84,27,87,85,64,48,45,63,66,65,43,14,6,14,14,7,44,19,65,41,59,13,59,65,64,61,59,15,78,65,14,34,52,60,69
12706,12705,28,63,73,69,80,84,65,58,67,60,66,68,66,14,7,14,14,15,59,35,63,65,70,53,70,58,69,68,66,50,66,54,51,38,61,58,63
12707,12706,29,63,44,31,56,54,17,23,17,11,11,14,11,65,57,58,62,66,11,22,58,39,15,13,19,14,58,37,25,12,32,40,14,45,38,16,63
12708,12707,25,63,71,40,75,75,63,55,62,43,64,56,36,11,6,13,14,9,39,55,47,45,54,55,52,65,56,64,63,56,72,67,57,59,57,40,64
12709,12708,20,63,76,64,73,64,54,55,35,26,48,26,28,9,9,9,8,14,62,62,75,45,23,55,39,37,56,64,29,59,74,68,66,64,37,23,72
12710,12709,20,63,75,60,72,78,62,57,55,44,66,32,37,13,6,9,9,13,54,56,72,40,35,58,43,48,59,58,59,62,77,68,61,68,44,29,72
12711,12710,20,63,81,84,75,48,66,58,58,64,67,62,68,11,6,12,12,13,66,38,67,59,54,43,59,54,47,64,58,28,83,68,43,60,50,62,70
12712,12711,21,63,58,39,59,61,59,53,36,41,61,71,37,7,11,11,10,13,65,20,66,40,65,14,61,60,62,59,58,18,60,59,19,65,54,49,70
12713,12712,25,63,74,43,77,65,66,57,61,57,65,58,58,15,8,15,14,6,54,35,66,46,54,19,45,64,59,63,65,28,70,70,33,59,63,50,66
12714,12713,27,63,82,65,65,57,52,53,44,44,57,63,55,15,12,11,7,10,62,50,54,49,53,27,43,59,61,51,62,34,82,77,29,78,48,55,63
12715,12714,24,63,77,68,75,68,59,63,40,60,62,64,40,15,11,11,8,12,57,43,72,35,58,30,60,61,60,53,66,32,77,59,36,59,57,62,68
12716,12715,17,63,51,28,53,54,22,41,18,23,19,14,22,63,58,63,61,64,22,13,71,32,18,15,37,9,62,37,26,18,48,27,21,61,38,16,83
12717,12716,19,63,63,60,44,68,50,51,36,30,31,22,37,10,7,7,9,10,60,62,71,46,21,63,43,24,59,59,48,68,64,63,69,50,32,31,76
12718,12717,34,63,39,39,32,66,17,48,12,7,15,7,14,61,63,55,65,64,13,17,78,32,17,7,22,13,58,24,22,10,47,33,12,63,38,13,63
12719,12718,21,63,66,50,52,62,56,52,55,32,52,26,25,9,12,13,7,9,67,65,74,45,29,66,33,35,63,53,31,64,67,60,59,67,38,27,76
12720,12719,25,63,46,55,35,40,45,62,37,29,40,30,40,15,15,9,9,11,66,66,37,60,41,62,37,37,57,43,59,59,53,66,67,85,39,22,69
12721,12720,23,63,72,63,70,65,58,65,51,32,53,31,26,6,12,9,14,15,62,65,75,25,27,59,41,34,63,51,24,60,75,82,61,70,34,28,72
12722,12721,29,63,50,64,48,50,46,44,35,30,40,22,33,8,12,7,12,12,59,57,66,36,25,62,43,36,45,38,41,68,49,56,66,81,28,31,63
12723,12722,28,63,64,68,66,60,53,53,60,58,51,45,50,15,10,7,14,16,50,61,64,56,43,63,48,45,60,57,50,64,77,72,61,68,29,33,63
12724,12723,24,63,88,28,75,76,67,54,38,57,68,61,59,1,1,1,1,1,43,22,34,46,63,34,56,59,48,64,70,35,77,63,41,59,63,51,69
12725,12724,22,63,44,21,49,65,24,29,11,15,19,13,33,64,59,65,58,69,15,14,60,34,16,18,23,11,53,32,23,17,48,28,18,44,14,17,74
12726,12725,24,63,69,31,71,48,60,53,57,57,66,61,40,5,12,13,5,10,56,24,64,46,51,20,52,68,50,60,58,19,78,72,21,81,61,61,69
12727,12726,27,63,33,65,31,77,50,40,30,30,34,25,23,13,11,8,14,10,46,55,77,30,25,69,45,25,56,40,37,68,42,65,70,78,30,25,63
12728,12727,34,63,66,52,62,65,65,58,61,64,65,60,61,16,16,8,7,16,59,47,68,56,59,33,66,64,60,59,67,36,62,38,50,57,62,60,63
12729,12728,23,63,53,66,37,33,42,43,29,23,21,30,21,8,6,13,14,10,70,56,64,46,43,57,35,38,62,50,50,52,52,51,61,91,34,35,69
12730,12729,25,63,80,41,83,77,64,69,47,49,66,57,27,9,12,8,6,9,53,13,66,36,58,16,56,53,62,47,64,18,84,64,22,87,46,56,66
12731,12730,19,63,64,62,51,71,59,59,63,57,61,29,68,9,8,12,7,7,58,58,57,50,29,62,66,54,59,56,33,66,67,67,66,58,45,33,77
12732,12731,21,63,83,48,80,80,64,61,54,54,67,52,49,14,13,9,11,11,48,31,52,60,45,38,52,45,49,62,52,40,77,70,39,41,65,46,72
12733,12732,27,63,77,50,78,81,58,33,59,33,46,23,31,11,10,9,10,14,43,60,55,42,24,63,34,42,53,54,20,62,75,74,64,65,31,27,63
12734,12733,26,63,54,45,58,46,19,40,13,13,18,14,14,63,62,60,62,62,13,20,67,35,18,13,14,7,60,47,14,11,54,39,11,65,41,11,64
12735,12734,24,63,62,36,53,63,67,56,40,45,65,64,28,13,7,7,7,8,60,14,64,39,52,14,55,68,59,55,60,17,55,51,13,69,45,49,67
12736,12735,24,63,79,63,75,56,64,57,52,28,67,55,29,12,16,9,6,15,63,24,66,43,49,25,59,65,58,59,62,22,84,62,22,78,59,45,69
12737,12736,22,63,30,24,33,25,17,38,13,13,13,6,12,64,60,54,64,61,11,11,35,24,5,5,11,8,66,20,30,13,22,19,14,72,35,7,72
12738,12737,21,63,65,52,68,58,51,59,27,26,39,24,27,15,9,15,16,8,66,53,82,62,26,60,25,22,46,63,34,61,69,69,65,75,48,24,77
12739,12738,20,63,73,67,69,74,62,63,61,58,64,62,60,11,13,10,7,11,46,34,80,52,58,19,63,60,50,59,60,27,78,74,32,57,59,59,77
12740,12739,19,63,63,50,69,65,60,57,37,48,56,69,40,7,14,13,14,8,63,23,67,39,59,20,60,61,59,44,64,13,70,61,14,68,48,51,79
12741,12740,28,63,62,74,63,55,63,62,47,48,62,64,51,14,14,12,10,14,68,53,72,62,56,46,60,65,61,64,62,54,58,72,56,70,64,47,63
12742,12741,32,63,71,59,69,77,61,58,66,67,60,60,63,13,10,11,14,9,55,58,58,64,62,58,42,62,60,64,68,64,62,60,66,60,58,66,63
12743,12742,26,63,68,46,70,74,63,57,67,57,58,43,50,13,10,6,6,11,49,39,71,62,43,45,45,55,58,63,55,54,65,80,55,60,68,41,63
12744,12743,19,63,51,28,70,41,32,33,30,29,18,16,13,66,62,59,64,63,10,18,70,38,20,15,20,11,52,30,42,14,55,45,24,51,30,20,72
12745,12744,20,63,79,43,71,78,68,64,66,43,73,51,42,6,9,14,8,5,46,57,41,58,48,63,46,59,49,65,49,65,71,44,67,32,56,53,73
12746,12745,25,63,74,36,82,85,64,53,59,56,66,65,45,9,9,11,10,12,44,48,81,58,66,51,61,51,55,66,58,56,72,75,61,60,54,41,68
12747,12746,23,63,71,65,75,72,62,49,57,40,56,37,34,10,11,15,10,11,49,63,76,60,43,55,50,47,52,63,50,64,72,73,63,63,56,36,69
12748,12747,21,63,78,30,71,69,64,59,64,43,62,57,39,11,12,14,8,14,58,18,39,57,52,23,48,57,54,65,49,23,76,37,28,39,60,51,74
12749,12748,35,63,30,46,46,42,15,47,18,16,16,13,14,63,61,62,65,62,13,24,62,35,15,13,20,13,56,31,46,15,26,35,16,60,39,17,63
12750,12749,25,63,69,67,60,67,55,63,62,58,57,18,64,9,10,6,9,9,55,58,81,48,34,64,56,41,61,50,65,59,65,72,62,74,44,30,66
12751,12750,29,63,58,73,45,61,52,51,63,50,55,32,27,9,15,15,14,15,58,67,66,44,37,66,36,47,60,54,36,68,58,53,69,72,55,28,63
12752,12751,22,63,65,63,67,69,62,51,52,48,61,51,62,10,8,10,7,15,54,55,48,71,71,58,47,55,57,64,73,59,68,73,61,69,66,51,72
12753,12752,22,63,52,68,48,42,56,54,42,39,50,33,43,15,13,9,6,6,68,60,58,58,48,61,41,44,64,66,46,54,59,54,66,84,49,34,70
12754,12753,21,63,64,46,65,88,58,56,39,64,66,59,34,12,10,13,14,9,39,49,59,58,69,42,44,56,51,66,67,46,69,59,39,45,65,59,72
12755,12754,18,63,68,82,66,74,64,61,59,49,57,44,55,13,12,14,11,6,58,68,65,62,56,62,48,56,63,66,54,66,67,68,67,63,56,32,79
12756,12755,29,63,68,62,74,68,63,64,62,63,63,59,64,6,8,7,7,8,48,54,55,61,59,58,56,63,61,63,60,52,72,74,52,66,62,56,63
12757,12756,24,63,82,22,80,65,60,55,61,56,62,60,55,14,9,13,10,14,64,14,54,57,52,18,60,62,55,64,52,16,83,53,13,61,49,42,69
12758,12757,22,63,68,30,57,78,62,59,66,39,62,53,40,6,12,6,14,11,62,43,46,64,40,64,51,52,60,67,53,60,69,81,59,49,55,48,67
12759,12758,22,63,55,65,64,66,62,56,38,61,59,61,70,15,8,11,6,11,62,25,71,31,50,20,63,62,59,50,77,22,62,45,23,79,45,59,73
12760,12759,27,63,82,55,78,72,59,53,60,42,63,59,35,11,10,7,11,13,33,35,46,47,65,21,52,65,57,59,66,29,81,66,34,53,53,49,63
12761,12760,25,63,63,46,56,65,64,59,61,59,64,55,64,12,11,10,7,13,60,23,50,66,65,57,62,68,51,64,72,44,67,69,45,59,62,58,66
12762,12761,28,63,66,56,62,54,40,59,21,19,22,27,24,12,16,9,15,14,63,61,78,53,30,63,21,24,60,49,44,62,52,71,66,73,42,20,63
12763,12762,23,63,67,40,66,67,63,61,59,54,64,59,40,10,14,13,12,16,42,58,54,58,64,48,49,59,59,66,70,48,69,80,55,61,61,41,70
12764,12763,31,63,55,39,59,54,34,59,15,14,15,13,11,61,62,60,62,62,11,26,69,41,15,13,29,11,61,39,32,15,58,30,13,70,35,13,63
12765,12764,19,63,74,56,68,48,66,56,66,52,65,62,36,7,13,14,7,14,61,27,53,53,53,18,56,59,53,57,62,16,74,38,13,74,57,53,73
12766,12765,19,63,73,64,67,77,66,56,64,60,62,40,45,6,12,9,6,7,51,57,56,67,46,43,48,59,62,67,65,57,70,63,53,55,64,49,74
12767,12766,26,63,75,69,65,80,64,56,68,56,55,49,41,15,8,8,14,13,46,62,84,53,57,61,39,67,60,57,74,66,72,75,66,70,59,67,64
12768,12767,25,63,61,65,59,52,51,59,57,53,47,19,32,15,6,16,8,12,59,64,78,47,23,61,41,43,59,55,59,61,59,50,63,71,37,18,66
12769,12768,23,63,71,58,56,91,67,62,46,59,64,60,54,7,14,11,10,11,39,43,56,61,56,52,45,69,68,68,66,44,68,61,42,36,57,58,71
12770,12769,22,63,78,31,79,80,58,53,45,59,60,59,40,15,12,15,8,8,63,16,76,50,54,20,63,58,60,58,64,14,88,52,19,59,46,56,71
12771,12770,31,63,54,73,55,60,58,55,48,45,52,53,51,10,8,9,10,11,63,57,67,57,60,60,65,52,51,60,61,54,50,70,60,80,54,50,63
12772,12771,26,63,67,65,63,71,51,54,70,50,42,34,27,9,9,16,10,7,55,59,66,66,23,67,35,34,59,64,34,65,66,45,65,66,41,20,64
12773,12772,28,63,17,17,29,35,15,26,13,10,14,8,14,64,61,62,63,60,14,9,50,23,5,7,17,7,60,22,22,11,26,22,12,60,37,9,63
12774,12773,24,63,75,58,51,78,65,55,55,48,61,22,33,15,12,12,6,8,45,58,56,55,35,65,38,45,55,58,55,64,72,65,69,52,38,39,68
12775,12774,20,63,57,65,39,71,50,58,21,32,36,44,23,7,9,13,11,10,58,62,73,42,37,66,26,37,71,46,41,58,48,62,61,68,32,38,78
12776,12775,27,63,81,66,75,88,59,55,58,38,62,34,51,11,16,12,13,12,45,58,87,52,49,57,31,52,59,59,64,55,81,79,56,66,53,53,63
12777,12776,26,63,54,70,73,70,66,65,59,64,61,41,32,9,15,6,14,7,47,56,77,69,56,52,38,50,53,67,52,46,52,67,49,65,63,61,63
12778,12777,23,63,44,54,29,30,56,61,27,39,67,62,29,15,11,9,11,8,76,21,58,34,57,26,63,61,51,55,57,22,67,63,26,94,54,55,69
12779,12778,26,63,78,63,77,80,61,54,60,29,62,22,29,7,8,9,11,14,45,58,73,56,31,62,23,52,56,61,31,64,75,65,64,60,43,34,66
